user_agent
"MOZILLA/5.0 (IPHONE; CPU IPHONE OS 11_2_6 LIKE MAC OS X) APPLEWEBKIT/604.5.6 (KHTML, LIKE GECKO) VERSION/11.0 MOBILE/15D100 SAFARI/604.1"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; SM-G610M BUILD/NRD90M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 6.1; WIN64; X64; RV:60.0) GECKO/20100101 FIREFOX/60.0"
"MOZILLA/5.0 (IPHONE; CPU IPHONE OS 11_0_1 LIKE MAC OS X) APPLEWEBKIT/604.1.38 (KHTML, LIKE GECKO) VERSION/11.0 MOBILE/15A402 SAFARI/604.1"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; SM-J500M BUILD/MMB29M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (IPHONE; CPU IPHONE OS 11_2_5 LIKE MAC OS X) APPLEWEBKIT/604.5.6 (KHTML, LIKE GECKO) VERSION/11.0 MOBILE/15D60 SAFARI/604.1"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; SAMSUNG SM-J500M BUILD/MMB29M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) SAMSUNGBROWSER/7.2 CHROME/59.0.3071.125 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; SM-J700M BUILD/MMB29K) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/66.0.3359.158 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (X11; LINUX X86_64) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; SM-G600FY BUILD/MMB29M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 10.0) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.99 SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; SAMSUNG SM-G610M BUILD/NRD90M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) SAMSUNGBROWSER/7.2 CHROME/59.0.3071.125 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.1.1; SM-A530F BUILD/NMF26X) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (MACINTOSH; INTEL MAC OS X 10_8_5) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/49.0.2623.112 SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 6.3; WOW64) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.99 SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; SAMSUNG SM-C5000 BUILD/NRD90M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) SAMSUNGBROWSER/7.2 CHROME/59.0.3071.125 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; SAMSUNG SM-J700M BUILD/MMB29K) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) SAMSUNGBROWSER/7.2 CHROME/59.0.3071.125 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 6.1; WOW64; RV:61.0) GECKO/20100101 FIREFOX/61.0"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; SM-J710MN BUILD/NRD90M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 6.1; RV:61.0) GECKO/20100101 FIREFOX/61.0"
"MOZILLA/5.0 (LINUX; ANDROID 8.0.0; XT1635-02 BUILD/OPN27.76-12-22) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 8.0.0; MOTO Z2 PLAY BUILD/OPSS27.76-12-25-3) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 10.0; WIN64; X64) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; LG-K220 BUILD/MXB48T) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/66.0.3359.126 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (IPHONE; CPU IPHONE OS 10_1_1 LIKE MAC OS X) APPLEWEBKIT/602.2.14 (KHTML, LIKE GECKO) VERSION/10.0 MOBILE/14B100 SAFARI/602.1"
"MOZILLA/5.0 (LINUX; ANDROID 7.1.2; REDMI 5 PLUS BUILD/N2G47H) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 5.1.1; SM-J320F BUILD/LMY47V) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/62.0.3202.73 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (IPHONE; CPU IPHONE OS 11_1_2 LIKE MAC OS X) APPLEWEBKIT/604.1.34 (KHTML, LIKE GECKO) GSA/41.0.178428663 MOBILE/15B202 SAFARI/604.1"
"MOZILLA/5.0 (IPHONE; CPU IPHONE OS 11_2_5 LIKE MAC OS X) APPLEWEBKIT/604.1.34 (KHTML, LIKE GECKO) GSA/51.0.198805899 MOBILE/15D60 SAFARI/604.1"
"MOZILLA/5.0 (WINDOWS NT 6.1; WOW64) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.99 SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 10.0; WIN64; X64; RV:60.0) GECKO/20100101 FIREFOX/60.0"
"MOZILLA/5.0 (LINUX; ANDROID 8.0.0; ASUS_Z01KD BUILD/OPR6.170623.013) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0; XT1069 BUILD/MPB24.65-34-3) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 4.4.4; SM-G530H BUILD/KTU84P) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; SM-G532MT BUILD/MMB29T) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 5.1) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/49.0.2623.112 SAFARI/537.36"
"MOZILLA/5.0 (IPHONE; CPU IPHONE OS 9_3_5 LIKE MAC OS X) APPLEWEBKIT/601.1.46 (KHTML, LIKE GECKO) VERSION/9.0 MOBILE/13G36 SAFARI/601.1"
"MOZILLA/5.0 (WINDOWS NT 6.3; WIN64; X64) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/66.0.3359.181 SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; MOTO G (5) BUILD/NPPS25.137-15-7) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; SM-G935F BUILD/NRD90M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 6.1; TRIDENT/7.0; RV:11.0) LIKE GECKO"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; SM-G930F BUILD/NRD90M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (MACINTOSH; INTEL MAC OS X 10_13_5) APPLEWEBKIT/605.1.15 (KHTML, LIKE GECKO) VERSION/11.1.1 SAFARI/605.1.15"
"MOZILLA/5.0 (LINUX; ANDROID 5.1.1; SM-J320M BUILD/LMY47V) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/63.0.3239.111 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; SM-J500M BUILD/MMB29M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.70 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; SM-J700M BUILD/MMB29K) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/65.0.3325.109 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 10.0; WIN64; X64) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/42.0.2311.135 SAFARI/537.36 EDGE/12.10240"
"MOZILLA/5.0 (IPHONE; CPU IPHONE OS 11_4_1 LIKE MAC OS X) APPLEWEBKIT/605.1.15 (KHTML, LIKE GECKO) VERSION/11.0 MOBILE/15E148 SAFARI/604.1"
"MOZILLA/5.0 (WINDOWS NT 6.1; WOW64; TRIDENT/7.0; RV:11.0) LIKE GECKO"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; MOTOG3 BUILD/MPIS24.107-55-2-17) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 4.4.4; XT1033 BUILD/KXB21.14-L1.40) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; MOTO G (5) BUILD/NPPS25.137-93-2-3) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.70 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.1.1; MOTO G PLAY BUILD/NPIS26.48-43-2) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0; MOTOG3 BUILD/MPIS24.65-33.1-2-16) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/63.0.3239.111 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 5.0.2; SAMSUNG SM-G530H BUILD/LRX22G) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) SAMSUNGBROWSER/7.2 CHROME/59.0.3071.125 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; SM-J500M BUILD/MMB29M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.85 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; MOTO G (4) BUILD/NPJS25.93-14-18) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.85 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 6.1; WIN64; X64) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.84 SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 10.0; WIN64; X64) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.84 SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 8.0.0; MOTO X4 BUILD/OPWS27.57-40-17) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/67.0.3396.87 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 10.0; WIN64; X64) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.106 SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; SM-J500M BUILD/MMB29M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (MACINTOSH; INTEL MAC OS X 10_13_3) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/70.0.3514.2 SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 6.1) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.106 SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 6.1; WIN64; X64) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.106 SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 6.3; WIN64; X64) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.106 SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; MOTO G (5) BUILD/NPPS25.137-93-2-5) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.1.2; REDMI 5 PLUS BUILD/N2G47H) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.1.1; MOTO G PLAY BUILD/NPIS26.48-43-2) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 8.0.0; ASUS_Z017DC BUILD/OPR1.170623.026) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; SM-G610M BUILD/NRD90M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; SM-G570M BUILD/NRD90M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; MOTOG3 BUILD/MPIS24.107-55-2-17) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (IPHONE; CPU IPHONE OS 11_4_1 LIKE MAC OS X) APPLEWEBKIT/604.1.34 (KHTML, LIKE GECKO) GSA/56.0.208290612 MOBILE/15G77 SAFARI/604.1"
"MOZILLA/5.0 (WINDOWS NT 6.2; WOW64) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/51.0.2683.0 SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 6.1; WOW64; RV:43.0) GECKO/20100101 FIREFOX/43.0"
"MOZILLA/5.0 (WINDOWS NT 10.0; WIN64; X64; RV:61.0) GECKO/20100101 FIREFOX/61.0"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; LG-K200 BUILD/MXB48T) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (MACINTOSH; INTEL MAC OS X 10_13_6) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.106 SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 8.0.0; SM-G955F BUILD/R16NW) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (MACINTOSH; INTEL MAC OS X 10_13_6) APPLEWEBKIT/605.1.15 (KHTML, LIKE GECKO) VERSION/11.1.2 SAFARI/605.1.15"
"MOZILLA/5.0 (MACINTOSH; INTEL MAC OS X 10_13_6) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/69.0.3497.81 SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 8.1.0; REDMI 5 PLUS BUILD/OPM1.171019.019) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (IPHONE; CPU IPHONE OS 11_4_1 LIKE MAC OS X) APPLEWEBKIT/604.1.34 (KHTML, LIKE GECKO) GSA/57.0.209471814 MOBILE/15G77 SAFARI/604.1"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; SM-J700M BUILD/MMB29K) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; SM-J500M BUILD/MMB29M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/69.0.3497.86 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 8.0.0; SAMSUNG SM-G950F BUILD/R16NW) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) SAMSUNGBROWSER/7.4 CHROME/59.0.3071.125 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 10.0; WIN64; X64; RV:62.0) GECKO/20100101 FIREFOX/62.0"
"MOZILLA/5.0 (LINUX; ANDROID 7.1.1; SM-A530F BUILD/NMF26X) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; MOTO G (5) BUILD/NPPS25.137-93-2-3) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/69.0.3497.86 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 5.1; XT1040 BUILD/LPB23.13-35) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/69.0.3497.86 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (IPHONE; CPU IPHONE OS 11_4_1 LIKE MAC OS X) APPLEWEBKIT/604.1.34 (KHTML, LIKE GECKO) GSA/58.0.212077146 MOBILE/15G77 SAFARI/604.1"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; MOTO G (4) BUILD/NPJS25.93-14-18) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/69.0.3497.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; SM-G570M BUILD/NRD90M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/69.0.3497.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; LENOVO K33B36 BUILD/MMB29M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/69.0.3497.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (IPHONE; CPU IPHONE OS 11_4_1 LIKE MAC OS X) APPLEWEBKIT/604.1.34 (KHTML, LIKE GECKO) CRIOS/68.0.3440.83 MOBILE/15G77 SAFARI/604.1"
"MOZILLA/5.0 (LINUX; ANDROID 7.1.1; SM-G611MT BUILD/NMF26X) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (WINDOWS NT 10.0; WIN64; X64) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/65.0.3325.181 SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; SM-J710MN BUILD/NRD90M) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/69.0.3497.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0.1; SM-J700M BUILD/MMB29K) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/69.0.3497.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; LG-M250 BUILD/NRD90U) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/69.0.3497.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0; LG-K430 BUILD/MRA58K) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/69.0.3497.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.0; MOTO G (4) BUILD/NPJS25.93-14-18) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 6.0; LG-K350 BUILD/MRA58K) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/64.0.3282.156 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 8.0.0; SM-G950F BUILD/R16NW) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/69.0.3497.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.1.1; MOTO G (5S) PLUS BUILD/NPS26.116-26) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/69.0.3497.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 7.1.1; MOTO G (5S) PLUS BUILD/NPSS26.116-64-11) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (LINUX; ANDROID 8.1.0; REDMI S2 BUILD/OPM1.171019.011) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/69.0.3497.91 MOBILE SAFARI/537.36"
"MOZILLA/5.0 (IPHONE; CPU IPHONE OS 10_3_3 LIKE MAC OS X) APPLEWEBKIT/603.3.8 (KHTML, LIKE GECKO) VERSION/10.0 MOBILE/14G60 SAFARI/602.1"
"MOZILLA/5.0 (LINUX; ANDROID 8.0.0; MOTO G(6) BUILD/OPS27.82-19-1) APPLEWEBKIT/537.36 (KHTML, LIKE GECKO) CHROME/68.0.3440.91 MOBILE SAFARI/537.36"
